participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.trader_uuid,player.current_cash,player.num_shares,player.dividend_per_share,player.dividend_cash,player.cash_after_dividend,player.daybreak_snapshot_error,player.assigned_initial_cash,player.assigned_initial_shares,player.forecast_price_next_day,player.forecast_confidence_next_day,player.forecast_survey_json,player.realized_next_day_closing_price,player.forecast_bonus_earned,player.forecast_bonus_scored,player.algo_belief_present,player.algo_belief_confidence,group.id_in_subsession,group.trading_session_uuid,group.trading_api_base,group.trading_ws_base,group.trading_init_error,group.trading_day_duration_minutes,group.treatment,group.market_design,group.group_composition,group.noise_trader_draw,group.noise_trader_present,group.num_days,group.dividends_csv,group.observed_last_transaction_price,group.closing_price,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,u2t97gvn,,0,0,221,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,1,,,,,1,gh,gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
2,vqu8wab2,,0,0,221,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,1,,,,,1,gh,gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
3,3qt7vwfy,,0,0,221,,,,0,,,0.0,3,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,1,,,,,1,gh,gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
4,icfg5hre,,0,0,221,,,,0,,,0.0,4,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,1,,,,,1,gh,gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
5,szb1n37l,,0,0,221,,,,0,,,0.0,5,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,1,,,,,1,gh,gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
6,1df90omf,,0,0,221,,,,0,,,0.0,6,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,1,,,,,1,gh,gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
7,jmofolyw,,0,0,221,,,,0,,,0.0,7,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,1,,,,,1,gh,gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
8,axumjvcn,,0,0,221,,,,0,,,0.0,8,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,1,,,,,1,gh,gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
9,nkt9itv4,,0,0,221,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,2,,,,,1,gh,gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
10,s4u7up7g,,0,0,221,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,2,,,,,1,gh,gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
11,g9iq68vt,,0,0,221,,,,0,,,0.0,3,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,2,,,,,1,gh,gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
12,sbbam9zc,,0,0,221,,,,0,,,0.0,4,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,2,,,,,1,gh,gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
13,qg5ornrd,,0,0,221,,,,0,,,0.0,5,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,2,,,,,1,gh,gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
14,ail651qa,,0,0,221,,,,0,,,0.0,6,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,2,,,,,1,gh,gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
15,sxi4zz8p,,0,0,221,,,,0,,,0.0,7,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,2,,,,,1,gh,gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
16,xh5sr206,,0,0,221,,,,0,,,0.0,8,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,2,,,,,1,gh,gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
17,mbhehi9n,,0,0,221,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,3,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
18,znu3f0e5,,0,0,221,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,3,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
19,08y5j79t,,0,0,221,,,,0,,,0.0,3,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,3,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
20,55qdwauv,,0,0,221,,,,0,,,0.0,4,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,3,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
21,x9mp6fxo,,0,0,221,,,,0,,,0.0,5,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,3,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
22,k17e35m1,,0,0,221,,,,0,,,0.0,6,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,3,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
23,hsax0xh0,,0,0,221,,,,0,,,0.0,7,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,3,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
24,z54ljhx8,,0,0,221,,,,0,,,0.0,8,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,3,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
25,nwrelnt3,,0,0,221,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,4,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
26,jyza2hen,,0,0,221,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,4,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
27,8hcohaqe,,0,0,221,,,,0,,,0.0,3,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,4,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
28,4emhkmm9,,0,0,221,,,,0,,,0.0,4,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,4,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
29,gfuuq2ww,,0,0,221,,,,0,,,0.0,5,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,4,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
30,cl09qtj4,,0,0,221,,,,0,,,0.0,6,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,4,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
31,2i53nqi2,,0,0,221,,,,0,,,0.0,7,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,4,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
32,wffepf9u,,0,0,221,,,,0,,,0.0,8,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,4,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,1,uik7aoor,,,,,0
33,b2sjpg82,,0,222,221,post_exp,FinalForProlific,2026-04-07 16:13:36.112059,1,,,5772.0,1,,0.0,3f6f9d47-f2e6-44f6-8da9-2c8a16a3df63,2620.0,20.0,8.0,160.0,2780.0,,2600.0,20.0,,,,,0.0,0,,,5,418c69c6-ec34-43cb-8592-f2fd1b6fcf4f,https://london-trader-6b45bffdcd02.herokuapp.com,wss://london-trader-6b45bffdcd02.herokuapp.com,,1,gm,gamified,hybrid,0.3062034837959563,0,15,"[8.0, 8.0, 20.0, 20.0, 4.0, 20.0, 4.0, 20.0, 0.0, 8.0, 8.0, 8.0, 8.0, 8.0, 4.0, 4.0, 20.0, 0.0, 0.0, 8.0, 4.0, 4.0, 4.0, 20.0, 8.0, 8.0, 0.0, 8.0, 4.0, 4.0]",150.0,150.0,1,uik7aoor,,,,,0
34,juhy06e8,,0,222,221,post_exp,FinalForProlific,2026-04-07 16:13:38.733949,1,,,4773.0,2,,0.0,e35674dc-ec96-4955-9641-275f1f5a2902,3910.0,9.0,8.0,72.0,3982.0,,3800.0,10.0,,,,,0.0,0,,,5,418c69c6-ec34-43cb-8592-f2fd1b6fcf4f,https://london-trader-6b45bffdcd02.herokuapp.com,wss://london-trader-6b45bffdcd02.herokuapp.com,,1,gm,gamified,hybrid,0.3062034837959563,0,15,"[8.0, 8.0, 20.0, 20.0, 4.0, 20.0, 4.0, 20.0, 0.0, 8.0, 8.0, 8.0, 8.0, 8.0, 4.0, 4.0, 20.0, 0.0, 0.0, 8.0, 4.0, 4.0, 4.0, 20.0, 8.0, 8.0, 0.0, 8.0, 4.0, 4.0]",150.0,150.0,1,uik7aoor,,,,,0
35,hliggtnp,,0,222,221,post_exp,FinalForProlific,2026-04-07 16:13:40.739099,1,,,5676.0,3,,0.0,fde48bd3-7bd3-4e77-a95f-25abeea55ed0,2630.0,20.0,8.0,160.0,2790.0,,2600.0,20.0,,,,,0.0,0,,,5,418c69c6-ec34-43cb-8592-f2fd1b6fcf4f,https://london-trader-6b45bffdcd02.herokuapp.com,wss://london-trader-6b45bffdcd02.herokuapp.com,,1,gm,gamified,hybrid,0.3062034837959563,0,15,"[8.0, 8.0, 20.0, 20.0, 4.0, 20.0, 4.0, 20.0, 0.0, 8.0, 8.0, 8.0, 8.0, 8.0, 4.0, 4.0, 20.0, 0.0, 0.0, 8.0, 4.0, 4.0, 4.0, 20.0, 8.0, 8.0, 0.0, 8.0, 4.0, 4.0]",150.0,150.0,1,uik7aoor,,,,,0
36,7y6562pk,,0,222,221,post_exp,FinalForProlific,2026-04-07 16:13:42.536257,1,,,4817.0,4,,0.0,022bbf5d-3d6e-47c2-9a2a-66d712d45701,3920.0,9.0,8.0,72.0,3992.0,,3800.0,10.0,,,,,0.0,0,,,5,418c69c6-ec34-43cb-8592-f2fd1b6fcf4f,https://london-trader-6b45bffdcd02.herokuapp.com,wss://london-trader-6b45bffdcd02.herokuapp.com,,1,gm,gamified,hybrid,0.3062034837959563,0,15,"[8.0, 8.0, 20.0, 20.0, 4.0, 20.0, 4.0, 20.0, 0.0, 8.0, 8.0, 8.0, 8.0, 8.0, 4.0, 4.0, 20.0, 0.0, 0.0, 8.0, 4.0, 4.0, 4.0, 20.0, 8.0, 8.0, 0.0, 8.0, 4.0, 4.0]",150.0,150.0,1,uik7aoor,,,,,0
37,lk5oyxpy,,0,222,221,post_exp,FinalForProlific,2026-04-07 16:13:44.981159,1,,,4459.0,5,,0.0,376885f3-c47c-49f0-a0be-9a38c1b06b80,2600.0,20.0,8.0,160.0,2760.0,,2600.0,20.0,,,,,0.0,0,,,5,418c69c6-ec34-43cb-8592-f2fd1b6fcf4f,https://london-trader-6b45bffdcd02.herokuapp.com,wss://london-trader-6b45bffdcd02.herokuapp.com,,1,gm,gamified,hybrid,0.3062034837959563,0,15,"[8.0, 8.0, 20.0, 20.0, 4.0, 20.0, 4.0, 20.0, 0.0, 8.0, 8.0, 8.0, 8.0, 8.0, 4.0, 4.0, 20.0, 0.0, 0.0, 8.0, 4.0, 4.0, 4.0, 20.0, 8.0, 8.0, 0.0, 8.0, 4.0, 4.0]",150.0,150.0,1,uik7aoor,,,,,0
38,tgar6z2d,,0,222,221,post_exp,FinalForProlific,2026-04-07 16:13:46.682335,1,,,4759.0,6,,0.0,9f70b144-bb13-4260-831f-f9cb21838f0b,3670.0,11.0,8.0,88.0,3758.0,,3800.0,10.0,,,,,0.0,0,,,5,418c69c6-ec34-43cb-8592-f2fd1b6fcf4f,https://london-trader-6b45bffdcd02.herokuapp.com,wss://london-trader-6b45bffdcd02.herokuapp.com,,1,gm,gamified,hybrid,0.3062034837959563,0,15,"[8.0, 8.0, 20.0, 20.0, 4.0, 20.0, 4.0, 20.0, 0.0, 8.0, 8.0, 8.0, 8.0, 8.0, 4.0, 4.0, 20.0, 0.0, 0.0, 8.0, 4.0, 4.0, 4.0, 20.0, 8.0, 8.0, 0.0, 8.0, 4.0, 4.0]",150.0,150.0,1,uik7aoor,,,,,0
39,z3reux71,,0,222,221,post_exp,FinalForProlific,2026-04-07 16:13:48.476542,1,,,5706.0,7,,0.0,9d53611f-f803-450c-bed2-ad0697c26298,2450.0,22.0,8.0,176.0,2626.0,,2600.0,20.0,,,,,0.0,0,,,5,418c69c6-ec34-43cb-8592-f2fd1b6fcf4f,https://london-trader-6b45bffdcd02.herokuapp.com,wss://london-trader-6b45bffdcd02.herokuapp.com,,1,gm,gamified,hybrid,0.3062034837959563,0,15,"[8.0, 8.0, 20.0, 20.0, 4.0, 20.0, 4.0, 20.0, 0.0, 8.0, 8.0, 8.0, 8.0, 8.0, 4.0, 4.0, 20.0, 0.0, 0.0, 8.0, 4.0, 4.0, 4.0, 20.0, 8.0, 8.0, 0.0, 8.0, 4.0, 4.0]",150.0,150.0,1,uik7aoor,,,,,0
40,a12rmbju,,0,222,221,post_exp,FinalForProlific,2026-04-07 16:13:50.866138,1,,,5027.0,8,,0.0,d08bcb2b-8529-4fb2-8df1-d0ba2880bbed,3800.0,10.0,8.0,80.0,3880.0,,3800.0,10.0,,,,,0.0,0,,,5,418c69c6-ec34-43cb-8592-f2fd1b6fcf4f,https://london-trader-6b45bffdcd02.herokuapp.com,wss://london-trader-6b45bffdcd02.herokuapp.com,,1,gm,gamified,hybrid,0.3062034837959563,0,15,"[8.0, 8.0, 20.0, 20.0, 4.0, 20.0, 4.0, 20.0, 0.0, 8.0, 8.0, 8.0, 8.0, 8.0, 4.0, 4.0, 20.0, 0.0, 0.0, 8.0, 4.0, 4.0, 4.0, 20.0, 8.0, 8.0, 0.0, 8.0, 4.0, 4.0]",150.0,150.0,1,uik7aoor,,,,,0
1,u2t97gvn,,0,0,221,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,1,,,,,1,gh,gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
2,vqu8wab2,,0,0,221,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,1,,,,,1,gh,gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
3,3qt7vwfy,,0,0,221,,,,0,,,0.0,3,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,1,,,,,1,gh,gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
4,icfg5hre,,0,0,221,,,,0,,,0.0,4,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,1,,,,,1,gh,gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
5,szb1n37l,,0,0,221,,,,0,,,0.0,5,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,1,,,,,1,gh,gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
6,1df90omf,,0,0,221,,,,0,,,0.0,6,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,1,,,,,1,gh,gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
7,jmofolyw,,0,0,221,,,,0,,,0.0,7,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,1,,,,,1,gh,gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
8,axumjvcn,,0,0,221,,,,0,,,0.0,8,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,1,,,,,1,gh,gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
9,nkt9itv4,,0,0,221,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,2,,,,,1,gh,gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
10,s4u7up7g,,0,0,221,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,2,,,,,1,gh,gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
11,g9iq68vt,,0,0,221,,,,0,,,0.0,3,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,2,,,,,1,gh,gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
12,sbbam9zc,,0,0,221,,,,0,,,0.0,4,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,2,,,,,1,gh,gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
13,qg5ornrd,,0,0,221,,,,0,,,0.0,5,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,2,,,,,1,gh,gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
14,ail651qa,,0,0,221,,,,0,,,0.0,6,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,2,,,,,1,gh,gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
15,sxi4zz8p,,0,0,221,,,,0,,,0.0,7,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,2,,,,,1,gh,gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
16,xh5sr206,,0,0,221,,,,0,,,0.0,8,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,2,,,,,1,gh,gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
17,mbhehi9n,,0,0,221,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,3,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
18,znu3f0e5,,0,0,221,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,3,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
19,08y5j79t,,0,0,221,,,,0,,,0.0,3,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,3,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
20,55qdwauv,,0,0,221,,,,0,,,0.0,4,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,3,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
21,x9mp6fxo,,0,0,221,,,,0,,,0.0,5,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,3,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
22,k17e35m1,,0,0,221,,,,0,,,0.0,6,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,3,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
23,hsax0xh0,,0,0,221,,,,0,,,0.0,7,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,3,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
24,z54ljhx8,,0,0,221,,,,0,,,0.0,8,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,3,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
25,nwrelnt3,,0,0,221,,,,0,,,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,4,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
26,jyza2hen,,0,0,221,,,,0,,,0.0,2,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,4,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
27,8hcohaqe,,0,0,221,,,,0,,,0.0,3,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,4,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
28,4emhkmm9,,0,0,221,,,,0,,,0.0,4,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,4,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
29,gfuuq2ww,,0,0,221,,,,0,,,0.0,5,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,4,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
30,cl09qtj4,,0,0,221,,,,0,,,0.0,6,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,4,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
31,2i53nqi2,,0,0,221,,,,0,,,0.0,7,,0.0,,0.0,0.0,0.0,0.0,0.0,,2600.0,20.0,,,,,0.0,0,,,4,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
32,wffepf9u,,0,0,221,,,,0,,,0.0,8,,0.0,,0.0,0.0,0.0,0.0,0.0,,3800.0,10.0,,,,,0.0,0,,,4,,,,,1,nh,non_gamified,human_only,0.0,0,15,,,,2,uik7aoor,,,,,0
33,b2sjpg82,,0,222,221,post_exp,FinalForProlific,2026-04-07 16:13:36.112059,1,,,5772.0,1,,0.0,3f6f9d47-f2e6-44f6-8da9-2c8a16a3df63,2668.0,21.0,8.0,168.0,2836.0,,2600.0,20.0,,,,,0.0,0,,,5,418c69c6-ec34-43cb-8592-f2fd1b6fcf4f,https://london-trader-6b45bffdcd02.herokuapp.com,wss://london-trader-6b45bffdcd02.herokuapp.com,,1,gm,gamified,hybrid,0.3062034837959563,0,15,"[8.0, 8.0, 20.0, 20.0, 4.0, 20.0, 4.0, 20.0, 0.0, 8.0, 8.0, 8.0, 8.0, 8.0, 4.0, 4.0, 20.0, 0.0, 0.0, 8.0, 4.0, 4.0, 4.0, 20.0, 8.0, 8.0, 0.0, 8.0, 4.0, 4.0]",170.0,170.0,2,uik7aoor,,,,,0
34,juhy06e8,,0,222,221,post_exp,FinalForProlific,2026-04-07 16:13:38.733949,1,,,4773.0,2,,0.0,e35674dc-ec96-4955-9641-275f1f5a2902,3982.0,9.0,8.0,72.0,4054.0,,3800.0,10.0,,,,,0.0,0,,,5,418c69c6-ec34-43cb-8592-f2fd1b6fcf4f,https://london-trader-6b45bffdcd02.herokuapp.com,wss://london-trader-6b45bffdcd02.herokuapp.com,,1,gm,gamified,hybrid,0.3062034837959563,0,15,"[8.0, 8.0, 20.0, 20.0, 4.0, 20.0, 4.0, 20.0, 0.0, 8.0, 8.0, 8.0, 8.0, 8.0, 4.0, 4.0, 20.0, 0.0, 0.0, 8.0, 4.0, 4.0, 4.0, 20.0, 8.0, 8.0, 0.0, 8.0, 4.0, 4.0]",170.0,170.0,2,uik7aoor,,,,,0
35,hliggtnp,,0,222,221,post_exp,FinalForProlific,2026-04-07 16:13:40.739099,1,,,5676.0,3,,0.0,fde48bd3-7bd3-4e77-a95f-25abeea55ed0,2880.0,19.0,8.0,152.0,3032.0,,2600.0,20.0,,,,,0.0,0,,,5,418c69c6-ec34-43cb-8592-f2fd1b6fcf4f,https://london-trader-6b45bffdcd02.herokuapp.com,wss://london-trader-6b45bffdcd02.herokuapp.com,,1,gm,gamified,hybrid,0.3062034837959563,0,15,"[8.0, 8.0, 20.0, 20.0, 4.0, 20.0, 4.0, 20.0, 0.0, 8.0, 8.0, 8.0, 8.0, 8.0, 4.0, 4.0, 20.0, 0.0, 0.0, 8.0, 4.0, 4.0, 4.0, 20.0, 8.0, 8.0, 0.0, 8.0, 4.0, 4.0]",170.0,170.0,2,uik7aoor,,,,,0
36,7y6562pk,,0,222,221,post_exp,FinalForProlific,2026-04-07 16:13:42.536257,1,,,4817.0,4,,0.0,022bbf5d-3d6e-47c2-9a2a-66d712d45701,3906.0,10.0,8.0,80.0,3986.0,,3800.0,10.0,,,,,0.0,0,,,5,418c69c6-ec34-43cb-8592-f2fd1b6fcf4f,https://london-trader-6b45bffdcd02.herokuapp.com,wss://london-trader-6b45bffdcd02.herokuapp.com,,1,gm,gamified,hybrid,0.3062034837959563,0,15,"[8.0, 8.0, 20.0, 20.0, 4.0, 20.0, 4.0, 20.0, 0.0, 8.0, 8.0, 8.0, 8.0, 8.0, 4.0, 4.0, 20.0, 0.0, 0.0, 8.0, 4.0, 4.0, 4.0, 20.0, 8.0, 8.0, 0.0, 8.0, 4.0, 4.0]",170.0,170.0,2,uik7aoor,,,,,0
37,lk5oyxpy,,0,222,221,post_exp,FinalForProlific,2026-04-07 16:13:44.981159,1,,,4459.0,5,,0.0,376885f3-c47c-49f0-a0be-9a38c1b06b80,2590.0,21.0,8.0,168.0,2758.0,,2600.0,20.0,,,,,0.0,0,,,5,418c69c6-ec34-43cb-8592-f2fd1b6fcf4f,https://london-trader-6b45bffdcd02.herokuapp.com,wss://london-trader-6b45bffdcd02.herokuapp.com,,1,gm,gamified,hybrid,0.3062034837959563,0,15,"[8.0, 8.0, 20.0, 20.0, 4.0, 20.0, 4.0, 20.0, 0.0, 8.0, 8.0, 8.0, 8.0, 8.0, 4.0, 4.0, 20.0, 0.0, 0.0, 8.0, 4.0, 4.0, 4.0, 20.0, 8.0, 8.0, 0.0, 8.0, 4.0, 4.0]",170.0,170.0,2,uik7aoor,,,,,0
